index,ds,1041,1692,1815,1853,1878
2805,2017-09-14 00:00:00,4272,20554,80339,5575,8343
2806,2017-09-15 00:00:00,6768,19462,93249,6126,8053
2807,2017-09-16 00:00:00,2690,11416,51100,5257,4812
2808,2017-09-17 00:00:00,0,0,630,0,0
2809,2017-09-18 00:00:00,9038,16145,79606,5760,4281
2810,2017-09-19 00:00:00,5969,22710,87277,5442,9307
2811,2017-09-20 00:00:00,9570,18305,81356,6223,8807
2812,2017-09-21 00:00:00,6897,20237,78241,6121,12027
2813,2017-09-22 00:00:00,7314,23432,84721,6973,8803
2814,2017-09-23 00:00:00,5408,13410,62111,5629,3710
2815,2017-09-24 00:00:00,0,48,2290,0,0
2816,2017-09-25 00:00:00,5736,19787,88707,6237,6835
2817,2017-09-26 00:00:00,9113,20862,96650,6783,7313
2818,2017-09-27 00:00:00,10777,19978,89098,6852,7749
2819,2017-09-28 00:00:00,9068,20704,84728,6869,8411
2820,2017-09-29 00:00:00,9786,19667,86442,7334,6959
2821,2017-09-30 00:00:00,7737,17034,73546,4553,3751
2822,2017-10-01 00:00:00,0,30,3734,0,0
2823,2017-10-02 00:00:00,5316,15196,65153,2557,2218
2824,2017-10-03 00:00:00,0,1296,4435,0,0
2825,2017-10-04 00:00:00,0,0,0,0,0
2826,2017-10-05 00:00:00,0,256,983,0,0
2827,2017-10-06 00:00:00,508,2436,16790,0,0
2828,2017-10-07 00:00:00,2984,6276,29563,1530,1256
2829,2017-10-08 00:00:00,0,0,53,0,0
2830,2017-10-09 00:00:00,2684,9221,39409,3401,1808
2831,2017-10-10 00:00:00,6437,17974,83589,5845,4783
2832,2017-10-11 00:00:00,5149,21065,99392,5519,5311
2833,2017-10-12 00:00:00,6420,20777,82352,5675,7480
2834,2017-10-13 00:00:00,6915,19848,87027,7075,7058
2835,2017-10-14 00:00:00,6751,10896,47241,4405,2975
2836,2017-10-15 00:00:00,0,0,80,0,0
2837,2017-10-16 00:00:00,4743,18244,76696,6123,5436
2838,2017-10-17 00:00:00,6130,20658,83154,6165,6433
2839,2017-10-18 00:00:00,9068,18331,84301,6788,4554
2840,2017-10-19 00:00:00,8535,20927,80808,5721,6090
2841,2017-10-20 00:00:00,8929,20887,89757,5995,5039
2842,2017-10-21 00:00:00,7288,9832,45725,2037,2224
2843,2017-10-22 00:00:00,0,0,19,0,0
2844,2017-10-23 00:00:00,8478,19287,75615,6455,3864
2845,2017-10-24 00:00:00,5860,18853,82783,5886,5348
2846,2017-10-25 00:00:00,7268,19109,79564,5599,4668
2847,2017-10-26 00:00:00,5046,18478,83104,5788,5512
2848,2017-10-27 00:00:00,7044,21114,80121,3763,5761
2849,2017-10-28 00:00:00,4566,10206,49909,1217,2200
2850,2017-10-29 00:00:00,0,0,320,0,0
2851,2017-10-30 00:00:00,7497,18466,74045,5150,4027
2852,2017-10-31 00:00:00,6006,15950,79806,5359,5522
2853,2017-11-01 00:00:00,8615,19275,75861,5975,7353
2854,2017-11-02 00:00:00,6794,19673,83256,6530,8301
2855,2017-11-03 00:00:00,6946,19659,82649,7315,7564
2856,2017-11-04 00:00:00,4092,8193,42707,2614,2898
2857,2017-11-05 00:00:00,0,0,105,0,0
2858,2017-11-06 00:00:00,4390,16162,75225,5538,5510
2859,2017-11-07 00:00:00,6454,21589,78131,5657,7118
2860,2017-11-08 00:00:00,4928,20530,78789,4853,5267
2861,2017-11-09 00:00:00,7590,19755,76278,5874,6887
2862,2017-11-10 00:00:00,9770,17839,78728,5360,5563
2863,2017-11-11 00:00:00,3256,9391,42910,2214,2238
2864,2017-11-12 00:00:00,0,0,74,0,0
2865,2017-11-13 00:00:00,6996,16889,77364,5023,5802
2866,2017-11-14 00:00:00,8307,19113,74249,5608,5175
2867,2017-11-15 00:00:00,7932,19611,75741,5270,3805
2868,2017-11-16 00:00:00,6845,15897,74742,5764,5037
2869,2017-11-17 00:00:00,7434,15926,75333,6538,6137
2870,2017-11-18 00:00:00,5631,8910,40180,1480,1634
2871,2017-11-19 00:00:00,0,0,131,0,0
2872,2017-11-20 00:00:00,6960,15544,77040,6835,3871
2873,2017-11-21 00:00:00,6710,18914,72977,5715,7296
2874,2017-11-22 00:00:00,6727,18705,77506,5366,4754
2875,2017-11-23 00:00:00,7964,14955,71739,5154,4123
2876,2017-11-24 00:00:00,8733,18452,70495,5928,7409
2877,2017-11-25 00:00:00,5100,8574,43952,1885,2604
2878,2017-11-26 00:00:00,0,0,100,0,0
2879,2017-11-27 00:00:00,4866,17934,75686,5417,5513
2880,2017-11-28 00:00:00,5723,16298,77009,7159,6178
2881,2017-11-29 00:00:00,6732,17453,77341,4847,5062
2882,2017-11-30 00:00:00,6909,16751,68600,5586,4166
